Datetime,Open,High,Low,Close,Adj Close,Volume
2023-04-03 13:30:00,200.63999938964844,202.689697265625,200.1300048828125,202.5800018310547,202.5800018310547,14333119
2023-04-03 13:35:00,202.57949829101562,202.67999267578125,200.25,200.64280700683594,200.64280700683594,4275207
2023-04-03 13:40:00,200.69000244140625,201.0399932861328,199.33999633789062,200.3350067138672,200.3350067138672,4091283
2023-04-03 13:45:00,200.32000732421875,200.8699951171875,199.77389526367188,200.02999877929688,200.02999877929688,3152538
2023-04-03 13:50:00,200.00999450683594,200.11000061035156,197.6999969482422,198.08999633789062,198.08999633789062,5536841
2023-04-03 13:55:00,198.08999633789062,198.5,197.44000244140625,198.2698974609375,198.2698974609375,3387279
2023-04-03 14:00:00,198.2899932861328,198.60000610351562,196.19000244140625,197.6999969482422,197.6999969482422,3942888
2023-04-03 14:05:00,197.6999969482422,197.7288055419922,196.1999969482422,197.2050018310547,197.2050018310547,3242509
2023-04-03 14:10:00,197.16000366210938,197.18499755859375,195.56590270996094,196.1800994873047,196.1800994873047,3910501
2023-04-03 14:15:00,196.13999938964844,197.77999877929688,196.1199951171875,197.73599243164062,197.73599243164062,3540622
2023-04-03 14:20:00,197.72999572753906,198.0800018310547,197.33999633789062,198.027099609375,198.027099609375,2970124
2023-04-03 14:25:00,198.0218963623047,198.22999572753906,196.8300018310547,196.9499969482422,196.9499969482422,2833531
2023-04-03 14:30:00,196.92999267578125,197.0800018310547,196.5,196.82000732421875,196.82000732421875,2290240
2023-04-03 14:35:00,196.80999755859375,197.44000244140625,196.4600067138672,196.69110107421875,196.69110107421875,2267535
2023-04-03 14:40:00,196.67919921875,197.03990173339844,196.42999267578125,196.52960205078125,196.52960205078125,1925172
2023-04-03 14:45:00,196.52999877929688,196.88999938964844,195.8800048828125,195.94000244140625,195.94000244140625,2851237
2023-04-03 14:50:00,195.9300994873047,196.0,195.0,195.07000732421875,195.07000732421875,3363772
2023-04-03 14:55:00,195.07000732421875,195.24000549316406,194.22999572753906,194.25909423828125,194.25909423828125,2996142
2023-04-03 15:00:00,194.25999450683594,195.3699951171875,194.24000549316406,194.65960693359375,194.65960693359375,2496259
2023-04-03 15:05:00,194.63999938964844,195.0,193.83009338378906,194.36000061035156,194.36000061035156,2686648
2023-04-03 15:10:00,194.36810302734375,194.6699981689453,193.9499969482422,194.53500366210938,194.53500366210938,1919690
2023-04-03 15:15:00,194.52149963378906,195.19000244140625,194.39999389648438,195.1280975341797,195.1280975341797,1976186
2023-04-03 15:20:00,195.1199951171875,195.36000061035156,194.61549377441406,194.77000427246094,194.77000427246094,1992957
2023-04-03 15:25:00,194.75999450683594,194.89999389648438,194.3300018310547,194.67010498046875,194.67010498046875,1716841
2023-04-03 15:30:00,194.68519592285156,194.99000549316406,193.85000610351562,194.19500732421875,194.19500732421875,2085685
2023-04-03 15:35:00,194.19549560546875,194.63999938964844,194.1199951171875,194.53500366210938,194.53500366210938,1656724
2023-04-03 15:40:00,194.54440307617188,194.60000610351562,193.88999938964844,193.89999389648438,193.89999389648438,1675087
2023-04-03 15:45:00,193.9167938232422,194.61000061035156,193.83999633789062,194.4862060546875,194.4862060546875,1683944
2023-04-03 15:50:00,194.49000549316406,194.50999450683594,194.02000427246094,194.17999267578125,194.17999267578125,1171762
2023-04-03 15:55:00,194.1699981689453,194.9499969482422,194.15179443359375,194.88999938964844,194.88999938964844,1532549
2023-04-03 16:00:00,194.88999938964844,195.08990478515625,194.5,194.86000061035156,194.86000061035156,1381348
2023-04-03 16:05:00,194.8665008544922,195.3300018310547,194.5800018310547,195.14999389648438,195.14999389648438,1463112
2023-04-03 16:10:00,195.1414031982422,195.83999633789062,195.1199951171875,195.6699981689453,195.6699981689453,1832282
2023-04-03 16:15:00,195.6699981689453,196.0399932861328,195.24000549316406,195.4250030517578,195.4250030517578,1843441
2023-04-03 16:20:00,195.4250030517578,195.6199951171875,194.8300018310547,195.1699981689453,195.1699981689453,1560042
2023-04-03 16:25:00,195.1699981689453,195.8699951171875,195.122802734375,195.5625,195.5625,1465577
2023-04-03 16:30:00,195.55999755859375,195.60000610351562,195.14010620117188,195.4001007080078,195.4001007080078,1127728
2023-04-03 16:35:00,195.41000366210938,195.63999938964844,195.22999572753906,195.5,195.5,963130
2023-04-03 16:40:00,195.5054931640625,195.5529022216797,194.85000610351562,195.18429565429688,195.18429565429688,1248929
2023-04-03 16:45:00,195.17999267578125,195.49000549316406,195.08999633789062,195.11000061035156,195.11000061035156,857085
2023-04-03 16:50:00,195.1300048828125,195.293701171875,194.69000244140625,194.74989318847656,194.74989318847656,1245928
2023-04-03 16:55:00,194.72169494628906,194.77999877929688,194.3000030517578,194.32949829101562,194.32949829101562,1196039
2023-04-03 17:00:00,194.32000732421875,194.3699951171875,193.94000244140625,194.14500427246094,194.14500427246094,1836022
2023-04-03 17:05:00,194.14500427246094,194.3800048828125,193.5800018310547,194.30499267578125,194.30499267578125,2059177
2023-04-03 17:10:00,194.3000030517578,194.4980010986328,194.1699981689453,194.22999572753906,194.22999572753906,1227691
2023-04-03 17:15:00,194.24000549316406,194.3000030517578,193.80079650878906,194.0399932861328,194.0399932861328,1316424
2023-04-03 17:20:00,194.03570556640625,194.32989501953125,193.88999938964844,194.04220581054688,194.04220581054688,1203849
2023-04-03 17:25:00,194.03500366210938,194.1699981689453,193.14999389648438,193.2299041748047,193.2299041748047,2045755
2023-04-03 17:30:00,193.22500610351562,193.4600067138672,192.8800048828125,193.41990661621094,193.41990661621094,2140110
2023-04-03 17:35:00,193.41050720214844,193.66000366210938,193.2100067138672,193.44110107421875,193.44110107421875,1221349
2023-04-03 17:40:00,193.44000244140625,193.4499969482422,192.72000122070312,192.90139770507812,192.90139770507812,1606871
2023-04-03 17:45:00,192.8916015625,192.94000244140625,192.27999877929688,192.42999267578125,192.42999267578125,1963745
2023-04-03 17:50:00,192.44000244140625,192.7899932861328,192.30999755859375,192.5,192.5,1426977
2023-04-03 17:55:00,192.50840759277344,192.9199981689453,192.1999969482422,192.69009399414062,192.69009399414062,1692875
2023-04-03 18:00:00,192.7050018310547,192.7100067138672,192.24000549316406,192.25,192.25,1446568
2023-04-03 18:05:00,192.25,192.9199981689453,192.1999969482422,192.6407012939453,192.6407012939453,1595483
2023-04-03 18:10:00,192.6199951171875,193.08990478515625,192.50140380859375,192.831298828125,192.831298828125,1396769
2023-04-03 18:15:00,192.84840393066406,193.25999450683594,192.63999938964844,193.17019653320312,193.17019653320312,1272043
2023-04-03 18:20:00,193.17689514160156,193.33999633789062,192.9499969482422,193.3249969482422,193.3249969482422,1159774
2023-04-03 18:25:00,193.3148956298828,193.72000122070312,193.25999450683594,193.42010498046875,193.42010498046875,1636914
2023-04-03 18:30:00,193.44000244140625,193.6699981689453,193.14999389648438,193.52000427246094,193.52000427246094,1166455
2023-04-03 18:35:00,193.50999450683594,193.91969299316406,193.5,193.7100067138672,193.7100067138672,1446038
2023-04-03 18:40:00,193.7198028564453,193.89999389648438,193.3000030517578,193.4700927734375,193.4700927734375,1374163
2023-04-03 18:45:00,193.4600067138672,194.2050018310547,193.4600067138672,194.10150146484375,194.10150146484375,1782306
2023-04-03 18:50:00,194.10000610351562,194.4199981689453,193.83999633789062,193.91009521484375,193.91009521484375,1693991
2023-04-03 18:55:00,193.91990661621094,194.48899841308594,193.91490173339844,194.3000030517578,194.3000030517578,1322206
2023-04-03 19:00:00,194.31399536132812,194.50999450683594,194.05999755859375,194.15499877929688,194.15499877929688,1355908
2023-04-03 19:05:00,194.1699981689453,194.72000122070312,194.02000427246094,194.3184051513672,194.3184051513672,1806613
2023-04-03 19:10:00,194.31500244140625,194.5299072265625,194.1699981689453,194.35000610351562,194.35000610351562,1067133
2023-04-03 19:15:00,194.3406982421875,194.6999969482422,194.31149291992188,194.6999969482422,194.6999969482422,1129271
2023-04-03 19:20:00,194.69000244140625,194.8000030517578,194.42999267578125,194.48199462890625,194.48199462890625,1391639
2023-04-03 19:25:00,194.49000549316406,194.69000244140625,194.14999389648438,194.35009765625,194.35009765625,1555418
2023-04-03 19:30:00,194.3459930419922,194.8000030517578,194.16000366210938,194.69000244140625,194.69000244140625,1522121
2023-04-03 19:35:00,194.6999969482422,195.05999755859375,194.3699951171875,194.37010192871094,194.37010192871094,1801144
2023-04-03 19:40:00,194.3699951171875,194.8000030517578,194.30999755859375,194.7100067138672,194.7100067138672,1359030
2023-04-03 19:45:00,194.6999969482422,194.9600067138672,194.66000366210938,194.71839904785156,194.71839904785156,1382631
2023-04-03 19:50:00,194.72000122070312,194.85000610351562,194.3699951171875,194.83999633789062,194.83999633789062,1709284
2023-04-03 19:55:00,194.8300018310547,195.2899932861328,194.5500030517578,194.6999969482422,194.6999969482422,3226555
2023-04-04 13:30:00,197.32000732421875,198.74459838867188,196.47000122070312,198.44000244140625,198.44000244140625,8343926
2023-04-04 13:35:00,198.42999267578125,198.5,196.62469482421875,196.76010131835938,196.76010131835938,3360740
2023-04-04 13:40:00,196.7760009765625,196.82000732421875,193.9499969482422,194.10000610351562,194.10000610351562,4628360
2023-04-04 13:45:00,194.0800018310547,194.47000122070312,193.6699981689453,194.15499877929688,194.15499877929688,3718031
2023-04-04 13:50:00,194.1575927734375,194.33990478515625,193.47000122070312,193.8717041015625,193.8717041015625,2999738
2023-04-04 13:55:00,194.08999633789062,195.27999877929688,194.04010009765625,194.97999572753906,194.97999572753906,3322795
2023-04-04 14:00:00,194.97999572753906,195.60000610351562,194.44000244140625,195.19000244140625,195.19000244140625,3232278
2023-04-04 14:05:00,195.19000244140625,195.4600067138672,194.60000610351562,195.0500030517578,195.0500030517578,1899913
2023-04-04 14:10:00,195.03500366210938,195.8699951171875,194.77000427246094,195.86509704589844,195.86509704589844,2099711
2023-04-04 14:15:00,195.85009765625,196.0,194.8000030517578,194.85000610351562,194.85000610351562,2438933
2023-04-04 14:20:00,194.86000061035156,194.97000122070312,192.8000030517578,193.22500610351562,193.22500610351562,3714813
2023-04-04 14:25:00,193.23989868164062,193.77999877929688,193.0,193.72000122070312,193.72000122070312,2054712
2023-04-04 14:30:00,193.72999572753906,194.05999755859375,193.3300018310547,193.3800048828125,193.3800048828125,1950354
2023-04-04 14:35:00,193.3699951171875,193.61000061035156,192.6699981689453,192.701904296875,192.701904296875,2112719
2023-04-04 14:40:00,192.70150756835938,192.82000732421875,192.27000427246094,192.82000732421875,192.82000732421875,2285288
2023-04-04 14:45:00,192.83999633789062,192.97999572753906,192.33290100097656,192.5399932861328,192.5399932861328,1506472
2023-04-04 14:50:00,192.5500030517578,192.89999389648438,192.3000030517578,192.8000030517578,192.8000030517578,1612600
2023-04-04 14:55:00,192.78500366210938,193.19000244140625,192.49000549316406,192.69000244140625,192.69000244140625,1474993
2023-04-04 15:00:00,192.69000244140625,193.13999938964844,192.5800018310547,193.13999938964844,193.13999938964844,1150202
2023-04-04 15:05:00,193.1383056640625,193.27999877929688,192.4499969482422,192.57000732421875,192.57000732421875,1120761
2023-04-04 15:10:00,192.1199951171875,192.1699981689453,191.37100219726562,191.78970336914062,191.78970336914062,2870135
2023-04-04 15:15:00,191.77999877929688,191.83999633789062,190.59039306640625,190.91000366210938,190.91000366210938,2570012
2023-04-04 15:20:00,190.9001007080078,191.27999877929688,190.77999877929688,190.9893035888672,190.9893035888672,1661139
