pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,Close
5.572707362591948,0.6377444715056382,-1.5599659056789783,0.060554771021218784,0.4651745382216778,1.4544847960295093,-0.04390420091079039,0.8544313008801279,0.7583819359440468,0.16594527895703848,-0.4536693228247485,-1.5100874234640893,0.25146566770140155,0.7981450168841184,-0.5861821577486731,1.426852227292599,0.9890277551351121,-0.09379328086774565,-0.5422825622690588,-0.3615434066582539,-0.31031631879750066,185.1199951171875
5.532279744244593,0.12410847425562407,-1.2561870403892996,-1.0294407587050147,-0.7418582707177083,-0.8190985720321634,1.0253701033746425,0.2782809542891602,0.44459782659070496,1.9084849779781672,0.20095812786736664,0.6454387951545137,0.1662091669192783,0.6399958311698614,-0.31118146645249695,1.3426865296324704,1.042062104184673,-0.14934522545819906,-0.46490743696903586,-0.3473024758459276,-0.31514564144801244,185.3199005126953
5.519466987163814,-0.1374855119205201,-1.5252230527004027,-0.9599618183566471,-0.1864980192298022,1.8646336342496623,-2.032826360098546,-0.026959210395886644,-1.3945383436362364,-0.282512380849639,-0.4797860677423256,-0.5529927179059224,-0.21959673496336582,-1.4540431990733491,-0.5189530267894575,1.701026462878883,0.9805937800684735,0.12787788055243682,-0.5577557375760225,-0.24284954671249726,-0.25149599212482215,185.52999877929688
5.478601262501038,0.2262254173413185,-1.6611861732697781,-0.5281771438569014,1.271832878940495,1.8337136270217977,0.14675817885951345,-0.5990894426005401,0.2617435707463001,0.054491038561223934,1.9054845481130327,0.03827733439416344,0.42489120594306723,2.7752066612378146,-1.1426942123959338,1.21738842879975,1.1803621697377211,0.14851807547311419,-0.5550872472430308,-0.3011015760432652,-0.23747342157553603,185.3699951171875
5.454436104851987,-0.4333315241323588,-1.569867398105466,-1.1438943316549606,-0.5941753946372932,0.5601079617781082,-2.2449789448827038,-0.33014256824885857,-0.4946978845404949,1.0703919922435865,-0.7201338778760773,-1.5933745136161332,0.3096709414101746,-1.6455690260097324,-0.18934566539059575,1.5662259989878788,0.8565853742283496,0.09637064986360307,-0.4499669287616355,-0.25241749859566814,-0.3036523777752026,185.6849975585937
5.471253686945615,-0.6704162729778911,-1.4242778767720532,-0.788074240921445,-0.1284478016133329,-0.44365696225279216,1.330604039028637,1.3760176211240613,-0.1904004757778918,-0.7340722551141647,0.2904906158626709,-2.4142006752913066,0.23039289934005433,-0.18314842171672124,0.4258925328986368,1.830363283612608,0.817364848071563,0.15726817572266505,-0.361868146929974,-0.3116970355962992,-0.2764249065397465,185.83009338378903
5.461775935152521,-0.6912624040875798,-1.3533111254289727,-0.8121256584910911,-0.15688556404887954,-0.08058041917902896,0.7190775123037308,-0.5491074176585403,2.723085609735723,-0.5801549138577998,1.653477808104096,-0.1185849869317115,-0.08920504407117356,1.0493160060208855,-0.03873623009071571,1.50808180314102,0.9528930600831761,0.30453986702647917,-0.37327038068387314,-0.20322857347059126,-0.2727614600775392,185.94500732421875
5.4420102588499155,-0.7620495102330719,-1.7787023903090826,-0.5666532628185433,-0.19797947673112612,1.0770943624040101,-0.9625487359925571,-0.8731783493976839,-1.6404662943332635,-0.8738404847599391,1.2638299241981694,-1.024803593109361,1.4694231901102428,0.1585117312082031,-0.09148459726818696,1.7688271836190008,0.8809817401543293,0.3513620632487144,-0.41611997172098153,-0.229390987215531,-0.22462794103301964,185.92999267578125
5.3458278048068335,-0.39198558115669374,-1.9625869191465513,-0.19975105589138956,0.4823860676579935,-0.8313651470001141,-0.9844641992146194,0.2359716379170719,0.5462933533985165,1.3233236554556125,-0.3386962609912535,-0.24252551327596492,0.26002909320024475,-2.2638033548408476,-0.08876092513625974,1.8880443052532252,0.7513886845727398,0.14588027673520143,-0.33983328894113374,-0.2783979197925946,-0.2689885907747584,185.76499938964844
5.329550640044361,-0.6003453748219526,-2.040554342716509,-0.6054773473155077,-0.4915188140285241,-0.5851082778268292,-1.2423588355641964,-1.0315191415123308,-0.47747493497922455,-0.6841928299087194,0.33820714825881915,-0.7205171009962359,0.6158603763303485,0.2535864371738194,-0.0964271764727241,1.6740016599487595,0.9089393991877533,0.17139346010358714,-0.4234544292859586,-0.25005122234832844,-0.2132578074487289,185.8000030517578
5.211014448650454,-0.07789413581074645,-2.183977009610247,0.1330254468270365,0.32292368334644045,0.23010754793831759,1.6252339660864046,-2.877685202305131,0.5635618738297598,1.0613126119088783,-1.0062123991227774,-0.5599616388546321,-1.616078977582994,-0.3390134810790042,-0.5334062352482276,1.94358633637595,0.7460207838592668,-0.034936884187812295,-0.3597476760157769,-0.37483633452314274,-0.35232528252391687,185.5500030517578
5.216036851812279,-0.37055877738773335,-2.053353246407692,-0.8245175426885016,-0.41143127994338996,0.05585615600864851,-0.46664499280053773,0.6399162019729522,0.8856984180671148,0.21651402716219292,-0.14971539169575082,-0.6817566853148602,0.5727979528192104,-1.2104215092696162,0.3481657713426601,1.6315977512257485,0.728029952418491,-0.04654109173273114,-0.39597410185402976,-0.3198563303854406,-0.2667134086235136,185.63999938964844
5.092584593507762,0.43589833424628643,-2.668537674105477,0.12644676788583206,-1.1825387968372891,0.49785905282393267,0.354755558342145,-1.7487994721918019,0.01248061426714782,1.0954249456565237,0.3406931866884464,0.47990036656009666,-0.7010717960259829,-1.2890877647057435,-0.2999187682887702,1.6046941014543556,0.8134424724439716,-0.1578919909282962,-0.4467064155394672,-0.40662524658516147,-0.2781244927722505,185.26300048828125
5.070755723452721,0.3144217316180289,-2.450809856590297,-0.5250619294061818,-1.7317930887467403,0.47697230575460914,-0.9339138110834384,-0.5082393642897786,0.11457220648629719,-0.28116925766190537,0.07120188457226034,-1.3890228657117876,-1.2998977707800359,1.0791152897061347,0.11931575094478786,1.3748888009921643,0.7215873155776142,-0.3443962269404119,-0.4872694710373901,-0.3626519019557323,-0.31464909221766346,185.23980712890625
4.9544679293767535,1.0005591406717913,-2.784755676086872,0.015143216219976295,-2.2550982166732254,1.6507967350261956,-0.4787067750296939,0.2694959524414716,-0.008402226848123992,0.9201340515159819,-0.9631664103491386,0.4311041685857197,-2.144300689304799,0.7842509542982989,-0.21501336733132775,1.3235406057561703,0.688913752705852,-0.41064354886615884,-0.5666274237087162,-0.3964704508873744,-0.3117873428589254,184.92140197753903
4.884813864343517,1.1258342258994336,-2.7194207375470008,-0.29244635496645044,-0.24890666170278763,-2.7096465730331087,0.41551974502983907,1.5344108864033543,-1.1803470042167752,-0.24894208999968898,-0.5872688329879082,0.059283641441207874,-0.6853148930009694,0.07618807010905437,1.0242726954938026,1.7179857949001718,0.7490808848970868,-0.6639297430278199,-0.5376139403695465,-0.4321130872043263,-0.3269592013903635,184.7406005859375
4.78426395745898,1.5162658024568618,-3.0021033244788042,-0.42944173168721583,0.0010275408971838708,0.6205853629374777,-0.8288174920154605,0.6063821042639405,1.0970621000849776,1.2143852848229892,-0.9426239917811825,-1.1099647454474406,-0.7796326733759439,-0.3240680055736391,0.09207278547023355,1.1774461880235363,0.7593971882758753,-0.6487597892075049,-0.5666456287361078,-0.5058181163923119,-0.30995196930889024,184.509994506836
4.83743850899713,0.6354248349634599,-2.181221525570495,-1.6561535865325523,0.3186087466391925,0.29862182575039,-0.35038892492811646,0.848908572254507,0.0320856332976672,0.5217532394262937,-1.5062034411923075,1.521085008784357,-0.5782641944589648,-1.6436503098267972,0.6453921039541044,1.642373826522361,0.812389756455539,-0.3065195674934264,-0.5401173239993019,-0.3617303055612495,-0.2471903846378833,184.9385986328125
4.866846553549011,0.5050569273906929,-2.4016257864237676,-1.3191572642503047,2.372905165904811,1.4544593105438468,-0.43008546331581593,0.29188574634754594,0.6336347717046393,-0.24369353459662407,0.691743642811086,0.7654150739385919,0.7780382789052708,-0.23382561270967817,-0.1568338464177011,1.5181898530689182,0.8680031668097108,-0.027569055079816523,-0.41949158793084707,-0.435064437492241,-0.15190774919989186,185.03909301757807
4.8484541021754275,0.46875365351421616,-2.481559252114462,-0.9045517550818737,-1.2233658186556735,0.5043726188401357,0.5210592773756462,0.8704092985013152,-1.0249884730536771,0.1916406824386265,-0.5872810890456612,1.5346225552616086,0.16594057139226617,0.2782632249912967,0.7290010588568907,1.5570810495498522,0.7540617694772938,-0.011257879676578752,-0.4900989339179071,-0.3353874822356407,-0.20802320491142928,185.08999633789065
4.8511428083758155,0.1616929781091643,-2.456582335630195,-1.1274390425260252,1.1932567016831772,-1.3638688649353856,-0.5591726063502979,-1.8511792264144735,1.161751023699669,-0.4264533233944514,0.7501787366826375,0.8995434495402761,0.9172907040449394,-0.020613431906179203,0.1927974876929649,1.5995823111474419,0.8528229214528712,0.0647182895047935,-0.3090317752289874,-0.394734355351075,-0.14849927641410615,185.1999969482422
4.834395941559139,0.18784424769146826,-2.452394777104464,-0.7732247112709838,-0.48080751674948,-0.7829955219088738,0.5505133456236275,0.8526363232878593,0.6544424223147578,0.4018023969747304,-0.20619960870705287,-0.9472038290517726,-0.370357829370102,0.5159412132791579,0.716807015716535,1.4647361157381047,0.6758224215900168,0.030412614978547605,-0.39337099379718515,-0.36207463021448416,-0.17614939283499587,185.22000122070312
4.8312587151196515,-0.05823961196819372,-2.6778320564305975,-0.7485628417706282,-2.599657620016449,-0.6322092488589605,-0.6160270712750268,-1.0166994736969661,-0.44921477582834896,-0.04181612715557613,0.21648875191199987,-2.0905576607015006,-0.2708113333412453,1.2136066210757543,0.6858203723802323,1.31969570476205,0.6279453817271042,0.0661971817916237,-0.3691552389144758,-0.35385293520290667,-0.1656950745670976,185.27999877929688
4.754311116532771,0.5395753872759326,-2.937745338148257,-0.3260231755204668,-0.45272893183510504,0.7102511504074327,-1.0664294161099477,0.025217326263797895,-0.1446975665519425,0.5158988420770861,0.7513971978463777,-0.8813675756319839,0.6702977347678408,0.0664836673750455,0.22196954310671418,1.4180572784426813,0.5124891289545971,-0.13753558016035855,-0.35537017707273605,-0.46925987560224885,-0.1420372799799707,184.97999572753903
