pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,Close
-4.301906736320416,-0.23459858525848173,-1.094889907625092,0.13762788088551012,-0.7743930131818791,0.492861577752269,0.14870919240081307,0.2775921825547385,-0.3307599796650193,-0.31727886609893485,0.6683805791094775,1.092138705484484,0.33449541739987854,0.14440931403502089,-0.11938821692997542,-0.22815865523868803,0.3957625043546266,-0.1985876583270165,-0.10851579653202746,-0.024551668524643137,215.0
-4.750704599607798,-0.34200351657269235,-0.9245878286056646,0.3129922570207786,0.29360670011373424,-1.5674105873581206,-0.4549005433577456,-2.700374868731609,0.2984124861330405,-0.6401558880354798,-0.2998858123431413,-0.490598495651287,-0.6682833952292523,-1.257959814755796,-0.7257182113863214,-0.21657716902654406,0.2863424807643291,-0.22115822007366237,-0.11618906113996853,0.023314385570574553,215.0
-4.42358721004282,-0.29794029611407763,-1.101449636608644,0.22988532594228028,1.1157234688841404,0.8505010147219625,0.5393085449892164,0.3337378922111369,0.36391021164610393,-1.396515550363366,-0.9090888056606089,-0.5608132684761366,0.3787636670077483,-0.5876379104837972,-0.06109626598914279,-0.23506449971039145,0.41373038358972886,-0.19935324335771112,-0.11586672173461232,0.006025595553696409,215.0
-4.733566990810387,-0.36267343422640314,-1.144957510346592,0.2419934572818537,1.8729234857231718,-2.0010746793308436,-0.2921141533122596,-0.15197177120006783,-0.21174521159168774,1.1036856352235007,0.05865234641567767,0.6631782095337643,-1.1042353131139766,-0.846422344551239,-0.30218028984605877,-0.22686425036109792,0.3079854630497238,-0.16233801173273127,-0.15203014569619439,0.023286286399296387,215.0
-4.326140026429456,-0.1571257073260175,-1.1438226094423367,-0.03138861518503142,-2.0049953322260525,-0.30611490297349475,0.4475737448638182,0.012111252160970589,-0.2805193398120025,0.7348988906612619,0.6458654566615027,-1.3656429613487386,1.0475728756281386,0.2729750699906847,-2.0235481789078116,-0.30570736277057464,0.40589540316503914,-0.12319112257188489,-0.08430303452705001,-0.014519796172110652,215.0
-4.24611665525677,-0.1906359954554176,-1.2203890014351901,0.084303226269115,-0.036435253795300056,0.04400809460207676,-1.487504207440013,0.07474398506488401,-1.3207533412192012,0.6768256414870086,0.18367231113162694,0.3933288068424045,0.7074657151831769,1.6557867533529895,-0.021979823060553568,-0.34651262227695084,0.3816273462488529,-0.0595187268210778,-0.11281952037664503,-0.02425105910993956,215.0
-5.06860588481515,-0.48490798476189734,-1.189254203995894,0.4713129786562838,0.9253618570976684,-1.371885963994448,1.957903886560346,-1.246518294495468,0.8783695970841606,-1.5196878692160167,-0.8241803157094881,1.036794297793284,-1.6872758512791857,-2.5002637880589473,1.6580332564074678,-0.06399875148332196,0.31680935362168633,-0.24304694617825376,-0.1308963355962539,0.0030810221009965055,215.0
-4.758863378507379,-0.3551770531243984,-1.1569233745438257,0.29225127244899207,-0.9141547740835602,-0.5812919187318615,-0.39075455564962824,-1.654133946221685,1.048468016206174,-1.163335548570456,-1.059788575886566,0.6384432419409958,0.004279385262494023,-1.289610113033673,0.07675576211002323,-0.14640918662757238,0.3208946201488555,-0.1787183871138726,-0.10605330895933726,0.0028494385919909052,215.0
-4.626257297332578,-0.2733211590701059,-1.254644802338886,0.14594712853390598,-0.9903250867835827,0.15148644010246465,-0.8964778922890577,-1.240419954653861,0.3681559355139284,2.5031645628282604,0.6770524699956896,0.7820126996054675,-0.4411998946886328,-0.46601733290019487,-0.01344249208090608,-0.1693842174281653,0.29982081904282587,-0.07651855481440026,-0.09360432368019482,-0.00648688913962261,215.0
-4.494984099193729,-0.3072879721513743,-1.3313181022291283,0.2031251594769177,0.7915446701254619,-0.43023448707752254,-0.26028686982790905,0.4638189071808794,-0.0661679816984587,-0.8676283832904033,-1.7749903111085763,0.47252429202761576,1.019036509763124,1.2558086313254389,0.9309959511157714,-0.26593947662415374,0.40601174743918167,-0.09488309288884557,-0.12211181948351102,-0.017715930707938886,215.0
