pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca15,pca16,pca17,pca18,pca19,pca20,pca21,Close
3.370551803881586,-1.2435349122316994,1.4048392309696334,-0.5901740923350638,0.8863760912777474,0.4577569365424063,0.04674149359230233,-1.1637564137925656,-1.4108824607735464,-0.11463704119492062,-0.4123965435065203,-0.4046661511562628,0.8949539960284952,0.6998844227350041,-0.8431334548629971,0.5242704812573812,-0.4562156412949888,-0.7924430678070339,-0.9527854618595849,-0.7430593353603379,104.79499816894533
3.335610192830291,-1.1622209854483991,1.5361687442905123,-0.24272902652926576,0.4992363160199477,0.664567552684482,0.015220102061163109,0.14415627497143751,-0.011740437081583363,-0.3571883186666569,-0.877467486384032,2.039776807388722,1.6783433063242523,0.46790019225526325,-0.6046524102330525,0.533062953484614,-0.2967688834508622,-0.8512699223515064,-0.9372313093340437,-0.7490310745806844,104.7750015258789
3.301530593844459,-1.5744238631991865,1.1174174379146395,-1.0066371209672849,-1.3947481268532507,-0.492227928195325,1.4809832242855787,0.06134909417706211,0.733605403993072,-1.0271410946920503,1.3985094521890884,-0.19188868465002815,1.8954514991139524,0.6941283460842929,-1.0649442797929998,0.5906410325965451,-0.29959785533276073,-0.6117752595905129,-1.0747586585104316,-0.5959417201106392,104.8499984741211
3.1526778117682195,-1.4507907096025665,1.2351391481220575,-0.26000032952732344,0.8258752521471837,-0.3770479249180978,-1.1560416267928275,0.28206199517657454,-0.290943713977787,1.3495353283349163,-0.8266496313862758,-0.2937538308643802,0.1387411297254899,0.9546476194429793,-0.6370599691930036,0.6528066497281709,-0.13180680357600538,-0.6885740586323342,-1.0174351260143975,-0.6279776177982229,104.8499984741211
3.0959170522946082,-1.6759488459676197,1.2370285746302192,-0.33028750702450405,-0.3149620643458753,-0.5651830201291514,0.7899310691821718,0.3106596237758095,0.7584536529674103,0.39547274178582525,-1.8096809641320097,-1.2710855084155928,0.8225938972396913,0.8731272802583334,-0.6883875547204992,0.6528134338043237,-0.08083063998995335,-0.6843469437808589,-1.0300895982080527,-0.6139040592137444,104.86499786376952
3.020546330684608,-1.904438889316973,1.0659579466700333,-0.41530889269342014,0.17269867136512249,0.2785635915627398,0.893580046419063,-2.650188589438662,-0.08383018966203387,-0.5121012226938761,-1.3601416884032467,-0.6272353851262152,1.047693959965477,0.7736214526107792,-0.7224481261296521,0.6985928345429259,0.03240231196988057,-0.7169380754524032,-1.09680342698293,-0.5773152985538187,104.9000015258789
2.984074773106087,-2.043743220036858,1.0483333700493793,-0.32561473909896477,-0.9856447709325272,-2.346545777058421,0.5369414472630196,-1.3185789265506427,1.1427619853689943,-1.9839251124183692,1.6766256219504683,-0.18079297298492505,0.9242772772231475,0.5416833886757221,-0.9653210501995538,0.7026041996293825,0.12073449817202568,-0.5384539432242649,-1.1842869307131754,-0.46593695013911124,104.93000030517578
2.9000614612806057,-1.9571314789164596,1.2296631846893042,-0.00277964807766108,0.21167149834117652,-0.3133940263348631,1.6935788677109915,-1.5359171205767774,0.7686911973482855,-1.0549800374161586,0.38646199525767133,1.0768062171587665,0.5371391288084555,0.4622323569340518,-0.7010737177446089,0.6995084094570324,0.16477771424455467,-0.6496486066379318,-1.1189027865876446,-0.5309849935400497,104.91000366210938
2.932333552761154,-1.7426361597126432,1.369981448525121,0.15121686320767788,0.0644028536399331,0.42952182112588594,-0.11496110722229794,1.8325065049306135,2.1021629871091627,1.5152924552694327,0.5870677400349825,0.4507042903863877,-0.7075345187146824,0.5532774806698142,-0.4010324286423177,0.7814061408694241,0.0642997764012286,-0.7096089664149556,-1.0119775772350803,-0.5631279478551855,104.87000274658205
2.9106789255567356,-1.7369074514254192,1.3136903491538383,-0.4768596293747879,2.003495289934814,0.8589709781261652,-1.1129223830815953,0.7364335446865744,-0.8344730621718994,0.3619716026837979,0.9076828823207357,-1.4894935722752376,-0.8659692422785584,1.0152870990289309,-0.3415351437997136,0.8455859511216172,-0.13502506789039742,-0.7734610697031976,-0.9285353199401105,-0.5880500225699052,104.86499786376952
